Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
5,79875801953,194352M603,uragan-11-135,10.32.11.136,192.168.150.3,С-АБ/02-02-2022/133515384,02.02.2022,01.02.2024,60,1574879730,1004389,"РБ, г.Стерлитамак, ул.Артёма, 68","Республика Башкортостан, ГО г. Стерлитамак, ул. Артёма, д. 68",от просп. Октября к ул. Блюхера,"ближнее - попутное, дальнее - встречное",Городской округ город Стерлитамак,53.628227 55.903227
5,79279247849,194352M604,uragan-11-093,10.32.11.94,192.168.150.4,С-АБ/24-08-2021/90187484,24.08.2021,23.08.2023,90,1571025452,1004372,"РБ, Чишминский р-н а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1442 км 150 м","РБ, Чишминский р-н а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1442 км 150 м, лево",,встречное,Чишминский район,54.640955 55.606179
5,79659274167,194352M605,uragan-08-157,10.32.8.158,192.168.150.5,С-АБ/07-04-2022/147600058,07.04.2022,06.04.2024,60,1570969123,1004578,"РБ, Уфимский р-н, с.Ольховое, ул.Школьная, 11","Республика Башкортостан, Уфимский район, Ольховский сельсовет, с. Ольховое, ул. Школьная, д. 11",к ул. Молодежная,"ближнее - попутное, дальнее - встречное",Уфимский район,54.553684 56.040953
5,79875806519,194352M606,uragan-11-057,10.32.11.58,192.168.150.6,С-АБ/22-03-2022/142312822,22.03.2022,21.03.2024,60,1575252466,1004518,"РБ, г.Салават, ул.Первомайская, 87","Республика Башкортостан, ГО г. Салават, ул. Первомайская, д. 87",к ул. Зелёная,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.404598 55.927819
5,79659274138,194352M607,uragan-11-133,10.32.11.134,192.168.150.7,С-АБ/05-04-2022/146519449,05.04.2022,04.04.2024,90,1575046288,1004310,РБ а-д Бирск-Тастуба-Сатка поворот на д Тайга,"Республика Башкортостан, Караидельский район, а-д Бирск-Тастуба-Сатка, поворот на д. Тайга",к с.Бирюбаш,"ближнее - встречное, дальнее - попутное",Караидельский район,55.748960 56.347593
5,79875806553,194352M608,uragan-11-114,10.32.11.115,192.168.150.8,С-АБ/05-04-2022/146519442,05.04.2022,04.04.2024,60,1791325152,1004340,"РБ, Караидельский р-н, с.Караидель, ул.Октябрьская, 17","Республика Башкортостан, Караидельский район, с. Караидель, ул. Октябрьская, д. 17",от ул. Романова к ул. Первомайская,"ближнее - встречное, дальнее - попутное",Караидельский район,55.827562 56.910457
5,79659277685,194352M609,uragan-11-074,10.32.11.75,192.168.150.9,С-АБ/01-04-2022/146519452,01.04.2022,31.03.2024,90,1575340757,1004515,"РБ, Чекмагушевский р-н, с.Чекмагуш, а-д Обход с.Чекмагуш, 3км 500м","Республика Башкортостан, Чекмагушевский район, с. Чекмагуш, а-д Обход с Чекмагуш, 3км+500м",от ул. Заводская к ул.Бакалинская,"ближнее - встречное, дальнее - попутное",Чекмагушевский район,55.131623 54.635159
5,79875806350,194352M621,uragan-11-049,10.32.11.50,192.168.150.21,С-АБ/28-03-2022/144031089,29.03.2022,28.03.2024,60,1571342608,1004522,"РБ, Уфимский р-н, с.Чесноковка, пер-к ул.Школьная и ул.Чапаева","Республика Башкортостан, Уфимский район, с. Чесноковка, перекресток ул. Школьная и ул. Чапаева",от ул. Пугачёва,"ближнее - попутное, дальнее - встречное",Уфимский район,54.615382 55.934683
5,79875806349,194352M622,uragan-11-121,10.32.11.122,192.168.150.22,С-АБ/25-02-2022/136187049,25.02.2022,24.02.2024,90,1575962460,1004556,"РБ, а-д М-7 ""Волга"", обход с.Кушнаренково, 1274км+570м","РБ, Кушнаренковский р-н, а-д М-7 ""Волга"", обход с.Кушнаренково, 1274км+570м",,"ближнее - встречное, дальнее - попутное",Кушнаренковский район,55.137835 55.240163
5,79875803475,194352M623,uragan-11-144,10.32.11.145,192.168.150.23,С-АБ/28-03-2022/144031093,28.03.2022,27.03.2024,90 с 03.10.2020,1567849555,1004302,"РБ, Уфимский р-н, д.Шмидтово, ул Центральная, 1/2","Республика Башкортостан, Уфимский район, д. Шмидтово, ул. Центральная, д. 1/2",от ул Мира к ул. Комсомольская,"ближнее - попутное, дальнее - встречное",Уфимский район,54.655728 56.191176
5,79875803536,194352M624,uragan-11-128,10.32.11.129,192.168.150.24,С-АБ/28-03-2022/144031094,28.03.2022,27.03.2024,60,1572283646,1004303,"РБ, Уфимский р-н, д.Бурцево, пер-к ул.Дорожная и ул.Победы","Республика Башкортостан, Уфимский район, д. Бурцево, перекресток ул. Дорожная и ул Победы (ул. Победы, д. 2)",от ул. Восточная,"ближнее - попутное, дальнее - встречное",Уфимский район,54.658140 56.179380
5,79875806352,194352M625,uragan-11-101,10.32.11.102,192.168.150.25,С-АБ/26-01-2022/128423109,26.01.2022,25.01.2024,60,1576391282,1004531,"РБ, г.Белорецк, ул.50-лет Октября, 124","Республика Башкортостан, Белорецкий район, г. Белорецк, ул. 50 лет Октября, д. 124",от ул.Гафури к ул.Джержинского,"ближнее - встречное, дальнее - попутное",Белорецкий район,53.972147 58.429049
5,79875806347,194352M626,uragan-11-051,10.32.11.52,192.168.150.26,С-АБ/26-01-2022/128423108,26.01.2022,25.01.2024,60,1541350865,1004553,"РБ, г.Белорецк, ул Братская, 36","Республика Башкортостан, Белорецкий район, г. Белорецк, ул. Братская, д. 36",от ул. Кирова к ул. Гайдара,"ближнее - встречное, дальнее - попутное",Белорецкий район,53.951135 58.424284
4,79659274928,194352M632,uragan-9-121,10.32.9.122,192.168.150.32,С-АБ/11-03-2022/140722708,11.03.2022,10.03.2024,60,1490748531,1003862,"РБ, г.Давлеканово, пер-к ул.Спортивная и ул.Утина","Республика Башкортостан, Давлекановский район,г. Давлеканово, перекресток ул. Спортивная и ул. Утина",к а-д М-5 Урал-Чишмы-Аксеново-Мияки,"ближнее - встречное, дальнее - попутное",Давлекановский район,54.199697 54.987547
4,79276373094,194352M634,uragan-10-015,10.32.10.16,192.168.150.34,С-АБ/26-01-2022/128423121,26.01.2022,25.01.2024,60,1522556571,1003896,"РБ, Бижбулякский р-н, с.Кенгер–Менеузово, ул.Центральная, 2А","Республика Башкортостан, Бижбулякский район,с. Кенгер – Менеузово, ул. Центральная, д. 2А",от ул. Молодежная к ул. А. Хисматуллина,"ближнее - попутное, дальнее - встречное",Бижбулякский район,53.679383 54.390266
2,79279259638,194352M642,uragan-9-058,10.32.9.59,192.168.150.42,С-АБ/21-01-2022/127878766,21.01.2022,20.01.2024,60,1477947378,1003643,"РБ, г.Белорецк, ул.Ф.Алексеева, 153","Республика Башкортостан, Белорецкий район, г. Белорецк, ул. Ф. Алексеева, д. 153",от ул. Чапаева к ул. Мира,"ближнее - попутное, дальнее - встречное",Белорецкий район,53.962412 58.436931
1,Beeline,194352M644,uragan-9-040,10.32.9.41,192.168.150.44,С-АБ/29-07-2021/85199294,29.7.2021,28.7.2023,90,1302626713,1002963,"РБ, Уфимский р-н, а-д М-7 ""Волга"", 1320 км 950 м",,,встречное,Уфимский район,54.872733 55.734917
1,79659279253,194352M645,uragan-031,10.32.8.32,192.168.150.45,С-АБ/10-12-2021/117837377,10.12.2021,09.12.2023,60,1474670501,1003534,"РБ, Абзелиловский р-н, д.Таштимирово 10км а-д Оз-Кус Рудник","Республика Башкортостан, Абзелиловский район, д.Таштимирово, а-д Озерное- Кусимовский Рудник, 10 км",от ул. Ленина к с. Озёрное,"ближнее - попутное, дальнее - встречное",Абзелиловский район,53.469821 58.687801
