Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
4,79875806285,194352M533,uragan-11-155,10.32.11.156,192.168.149.33,С-АБ/22-03-2022/142312829,22.03.2022,21.03.2024,60,1550606727,1004662,"РБ, г.Салават, ул.Первомайская м/у ул.Зелёная и ул.Нуриманова","Республика Башкортостан, Городской округ г. Салават, ул. Первомайская (между ул. Зелёная и ул. Нуриманова)",от ул. Нуриманова к ул. Зелёная,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.392573 55.927260
4,79625454592,194352M534,uragan-11-143,10.32.11.144,192.168.149.34,С-АБ/23-03-2022/143258023,23.03.2022,22.03.2024,60,1543995963,1004527,"РБ, Ермекеевский р-н, с.Ермекеево, ул.Пугачева, 32","Республика Башкортостан, Ермекеевский район, с. Ермекеево, ул. Пугачева, д. 32",от ул. Коммунистическая,"ближнее - попутное, дальнее - встречное",Ермекеевский район,54.090131 53.658189
5,79625454855,194352M535,uragan-11-083,10.32.11.84,192.168.149.35,С-АБ/25-03-2022/143258018,25.03.2022,24.03.2024,90,1768232761,1004526,"РБ, Белебеевский р-н, с.Родники, а-д Белебей-Приютово, ост.Родники","Республика Башкортостан, Белебеевский район, с. Родники, а-д Белебей- Приютово, остановка Родники (поворот к с. Родники)",к с. Приютово,"ближнее - встречное, дальнее - попутное",Белебеевский район,54.063055 54.056125
5,79276370529,194352M536,uragan-11-139,10.32.11.140,192.168.149.36,С-АБ/17-03-2022/140722684,17.03.2022,16.03.2024,60,1768206469,1004298,"РБ, Давлекановский р-н, с.Вперёд, а-д М5 ""Урал"" Чишмы-Аксеново-Киргиз Мияки 47км 200м","Республика Башкортостан, Давлекановский район, с. Вперёд, а-д М-5 Урал-Чишмы-Аксеново-Киргиз Мияки, 47 км +200 м",к г. Давлеканово,"ближнее - попутное, дальнее - встречное",Давлекановский район,54.295466 55.126001
4,79875805257,194352M537,uragan-11-081,10.32.11.82,192.168.149.37,С-АБ/14-03-2022/140722690,14.03.2022,13.03.2024,60,1544112688,1004383,"РБ, г.Бирск, пер-к ул.Кирова и ул.Красноармейская","Республика Башкортостан, Бирский район, г. Бирск, перекресток ул. Кирова и ул. Красноармейская (ул. Кирова, д. 74)",от Больчный пер.,"ближнее - встречное, дальнее - попутное",Бирский район,55.418140 55.541961
4,79276373759,194352M538,uragan-11-064,10.32.11.65,192.168.149.38,С-АБ/14-03-2022/140722689,14.03.2022,13.03.2024,90,1543974641,1004506,"РБ, Бирский р-н, г.Бирск, ул.Шоссейная, 100","Республика Башкортостан, Бирский район, г. Бирск, ул. Шоссейная, д. 100",к ул. Кольцевая,"ближнее - попутное, дальнее - встречное",Бирский район,55.448681 55.589790
5,79659280158,194352M539,uragan-11-089,10.32.11.90,192.168.149.39,С-АБ/15-03-2022/140722685,15.03.2022,14.03.2024,60,1553634072,1004508,"РБ, Давлекановский р-н, д.Рублевка, Давлеканово-Рублевка-Толбазы 12км 850м","Республика Башкортостан, Давлекановский район, д. Рублевка, Давлеканово-Рублевка-Толбазы, 12км+850м",от д. Соколовка к д. Альметово,"ближнее - попутное, дальнее - встречное",Давлекановский район,54.185265 55.246606
4,79173608784,194352M540,uragan-11-080,10.32.11.81,192.168.149.40,С-АБ/14-03-2022/140722688,14.03.2022,13.03.2024,40,1551692945,1004384,"РБ, Бирский р-н, г.Бирск, ул.Мира, 134","Республика Башкортостан, Бирский район, г. Бирск, ул. Мира, д. 134",от ул. Чернышевского к ул. 8 Марта,"ближнее - попутное, дальнее - встречное",Бирский район,55.415576 55.558606
5,79625453598,194352M541,uragan-11-160,10.32.11.161,192.168.149.41,С-АБ/23-03-2022/143258017,23.03.2022,22.03.2024,60,1549412987,1003584,"РБ, Белебеевский р-н, п.г.т.Приютово, пер-к ул.Магистральная и ул.Ленина","Республика Башкортостан, Белебеевский район, п.г.т. Приютово, перекресток ул. Магистральная и ул. Ленина",от ул. Вокзальная к ул. 50 лет ВЛКСМ,"ближнее - попутное, дальнее - встречное",Белебеевский район,53.899035 53.934421
5,оптика,194352M542,uragan-11-067,10.32.11.68,192.168.149.42,С-АБ/25-03-2022/143258016,25.03.2022,24.03.2024,90,1382073564,1004315,"РБ,Белеб.рн,с Анновка,адБелебейНиколаевкаТуймазыБакалы,остАнновка","Республика Башкортостан, Белебеевский район, с. Анновка, а-д Белебей-Николаевка-Туймазы-Бакалы, остановка Анновка",к г. Белебей,"ближнее - встречное, дальнее - попутное",Белебеевский район,54.251657 54.070626
5,79875806566,194352M543,uragan-11-078,10.32.11.79,192.168.149.43,С-АБ/23-03-2022/143258021,23.03.2022,22.03.2024,60,1545146455,1004502,"РБ, Ермекеевский р-н, с.Ермекеево, ул.Нагорная, 25","Республика Башкортостан, Ермекеевский район, с. Ермекеево, ул. Нагорная, д. 25",от ул. Грачева к ул. Кольцевая,"ближнее - встречное, дальнее - попутное",Ермекеевский район,54.067928 53.667118
5,79659275870,194352M544,uragan-11-088,10.32.11.89,192.168.149.44,С-АБ/25-03-2022/143258010,25.03.2022,24.03.2024,60,1554685920,1004554,"РБ, г.Белебей, ул.Войкова, Мемориал ВОВ","Республика Башкортостан, г. Белебей, ул. Войкова, Мемориал ВОВ",от ул. Горохова,"ближнее - встречное, дальнее - попутное",Белебеевский район,54.115564 54.100991
5,79875800782,194352M545,uragan-11-068,10.32.11.69,192.168.149.45,С-АБ/25-03-2022/143258015,25.03.2022,24.03.2024,90,1552945014,1004322,"РБ, Белебеевский р-н, д.Илькино, а-д Белебей-Николаевка-Туймазы-Бакалы 6км 514м","Республика Башкортостан, Белебеевский район, д. Илькино, а-д Белебей-Николаевка-Туймазы-Бакалы, 6 км+514 м",к с. Анновка,"ближнее - встречное, дальнее - попутное",Белебеевский район,54.184500 54.081231
4,79173608807,194352M546,uragan-11-075,10.32.11.76,192.168.149.46,С-АБ/22-03-2022/142312828,22.03.2022,21.03.2024,60,1770412085,1004514,"РБ, г.Салават, ул.Первомайская, 60","Республика Башкортостан, Городской округ г. Салават, ул. Первомайская, д. 60",от ул. Северная к ул. Зелёная,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.380119 55.926120
5,79659276383,194352M547,uragan-11-069,10.32.11.70,192.168.149.47,С-АБ/31-03-2022/145566372,31.03.2022,30.03.2024,60,1546023359,1004368,"РБ, Учалинский р-н, г.Учалы, ул.Имангуловская, 60","Республика Башкортостан, Учалинский район, г. Учалы, ул. Имангуловская, д. 60",от ул. Исмагила Султанова к ул. Встречная,"ближнее - встречное, дальнее - попутное",Учалинский район,54.290043 59.355762
4,,194352M548,uragan-11-048,10.32.11.49,192.168.149.48,С-АБ/14-03-2022/140722687,14.03.2022,13.03.2024,90,1553038401,1004533,"РБ, г.Бирск, а-д Уфа-Бирск-Янаул, 104км 988м","Республика Башкортостан, Бирский район, г. Бирск, а-д Уфа-Бирск-Янаул, 104 км + 988 м",к ул. Мира,"ближнее - попутное, дальнее - встречное",Бирский район,55.435912 55.586655
4,79659275370,194352M549,uragan-11-123,10.32.11.124,192.168.149.49,С-АБ/23-03-2022/143258022,23.03.2022,22.03.2024,60,1558286097,1004301,"РБ, Ермекеевский р-н, с.Ермекеево, ул.Коммунистическая, 88","Республика Башкортостан, Ермекеевский район, с. Ермекеево, ул. Коммунистическая, д. 88",к ул. Пугачёва,"ближнее - встречное, дальнее - попутное",Ермекеевский район,54.082972 53.662447
5,79875802864,194352M550,uragan-11-097,10.32.11.98,192.168.149.50,С-АБ/24-03-2022/143258009,24.03.2022,23.03.2024,60,1554304482,1004560,"РБ, г.Октябрьский, ул.Муллаяна, 45","Республика Башкортостан, г. Октябрьский, ул. Муллаяна, д. 45",от ул. Северная к ул. Кирова,"ближнее - встречное, дальнее - попутное",Городской округ город Октябрьский,54.502412 53.438326
5,79375009586,194352M551,uragan-11-062,10.32.11.63,192.168.149.51,С-АБ/24-08-2021/90187489,24.08.2021,23.08.2023,80,1443440891,1004510,"РБ, а-д Р-240, Уфа-Оренбург, 11 км 505 м",,,встречное,Городской округ город Уфа,54.614385 55.925676
5,79875805442,194352M552,uragan-11-096,10.32.11.97,192.168.149.52,С-АБ/01-04-2022/146519451,01.04.2022,31.03.2024,60,1558555177,1004509,"РБ, Уфимский р-н, с.Михайловка, пер-к ул.Садовая и ул.Экспериментальная","Республика Башкортостан, Уфимский район, с. Михайловка, перекресток ул. Садовая и ул. Экспериментальная, напротив д.22 по ул. Садовая",от ул. Михайловская к ул. Промышленная,"ближнее - попутное, дальнее - встречное",Уфимский район,54.810644 55.887268
5,79875806466,194352M553,uragan-11-119,10.32.11.120,192.168.149.53,С-АБ/25-02-2022/136187048,25.02.2022,25.02.2024,90,1559427972,1004316,"РБ, Благоварский р-н, а-д М-5 ""Урал"", 1408км+790м",,,встречное,Благоварский район,54.736485 55.116869
5,79173608808,194352M554,uragan-11-132,10.32.11.133,192.168.149.54,С-АБ/21-03-2022/142312827,21.03.2022,20.03.2024,60,1559048577,1004381,"РБ, г.Салават, ул.Вокзальная, 41А","Республика Башкортостан, ГО г. Салават, ул. Вокзальная, д. 41А, МУП ТУ г. Салават",к ул. Калинина,"ближнее - попутное, дальнее - встречное",Городской округ город Салават,53.356017 55.916708
5,79875806541,194352M555,uragan-11-052,10.32.11.53,192.168.149.55,С-АБ/05-04-2022/146519448,05.04.2022,04.04.2024,"встречное - 40, попутное - 60",1555442241,1004521,"РБ, Караидельский р-н, с.Караидель, ул.Мира, 2к4","Республика Башкортостан, Караидельсий район, с. Караидель, ул. Мира, д. 2к4",от ул. Строителей,"ближнее - встречное, дальнее - попутное",Караидельский район,55.845252 56.891402
5,79875806330,194352M556,uragan-11-113,10.32.11.114,192.168.149.56,С-АБ/16-02-2022/133515326,16.02.2022,15.02.2024,90/90,1776423104,1004464,"РБ, Кушнаренковский р-н, а-д М-7 ""Волга"", 1258км+450м","РБ, Кушнаренковский р-н, а-д М-7 ""Волга"", 1258км+450м",,"ближнее - встречное, дальнее - попутное",Кушнаренковский район,55.226498 55.088366
5,79659274229,194352M557,uragan-11-159,10.32.11.160,192.168.149.57,С-АБ/18-06-2021/72633868,17.04.2020,16.04.2022,90,1558936629,1004617,"РБ, Уфимский р-н, а-д М-5, Самара-Уфа-Челябинск, 1468 км 449 м",,,встречное,Уфимский район,54.644520 55.987071
5,79659274112,194352M558,uragan-11-103,10.32.11.104,192.168.149.58,С-АБ/08-04-2022/147228383,08.04.2022,07.04.2024,90,1518979275,1004542,"РБ, Уфимский р-н, с.Миловка, пер-к ул.Молодежная и ул.Советская","Республика Башкортостан, Уфимский район, с. Миловка, перекресток ул. Молодежная и ул. Советская",к ул. Лесная,"ближнее - попутное, дальнее - встречное",Уфимский район,54.775935 55.817657
5,79659279353,194352M559,uragan-11-105,10.32.11.106,192.168.149.59,С-АБ/02-02-2022/133515388,02.02.2022,01.02.2024,60,1556658589,1004314,"РБ, г.Стерлитамак, ул.Западная, 9","Республика Башкортостан, ГО г. Стерлитамак, ул. Западная, д. 9",от ул. Волочаевская к ул. Шаймуратова,"ближнее - попутное, дальнее - встречное",Городской округ город Стерлитамак,53.644547 55.911282
5,79659280460,194352M560,uragan-10-099,10.32.10.100,192.168.149.60,С-АБ/28-02-2022/137281554,28.02.2022,27.02.2024,90,1556694527,1004645,"РБ, Чишминский р-н, а-д М-5 ""Урал"", 1433км+980м","РБ, Чишминский р-н, а-д М-5 ""Урал"" 1433км+980м",,встречное,Чишминский район,54.655838 55.481166
5,79659277635,194352M561,uragan-08-160,10.32.8.161,192.168.149.61,С-АБ/11-03-2022/139655892,11.03.2022,10.03.2024,90,1517329404,1004577,"РБ, Абзелиловский р-н, д.Кушеево, ост.Кушеево","Республика Башкортостан, Абзелиловский район, д. Кушеево, остановка ""Кушеево""",от ул. Валиахмета Сулейманова к с. Давлетово,"ближнее - попутное, дальнее - встречное",Абзелиловский район,53.348422 58.616064
5,79875803853,194352M562,uragan-11-060,10.32.11.61,192.168.149.62,С-АБ/21-03-2022/142312824,21.03.2022,20.03.2024,60,1557523950,1004404,"РБ, г.Салават, ул.Калинина, 98","Республика Башкортостан, ГО г. Салават, ул. Калинина, д. 98",от ул. Бекетова к ул. Губкина,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.346280 55.955621
5,79279230454,194352M563,uragan-11-065,10.32.11.66,192.168.149.63,С-АБ/07-04-2022/147228380,07.04.2022,06.04.2024,90,1561602473,1004552,"РБ, Уфимский р-н, а-д Уфа-Чишмы, поворот на Дубрава","Республика Башкортостан, Уфимский район, Таптыковский сельсовет, а-д Уфа-Чишмы (15-16 км), поворот на Дубрава",к с. Таптыково,"ближнее - встречное, дальнее - попутное",Уфимский район,54.575451 55.717432
5,79875806539,194352M564,uragan-11-058,10.32.11.59,192.168.149.64,С-АБ/05-04-2022/146519446,05.04.2022,04.04.2024,90,1560005011,1004557,"РБ, Караидельский р-н, а-д Ургуш-Красный Урюш 1км 958м","Республика Башкортостан, Караидельский район, а-д Ургуш-КрасныйУрюш,1км+958м",к с.Ургуш,"ближнее - попутное, дальнее - встречное",Караидельский район,55.730147 56.643014
5,79173608813,194352M565,uragan-11-127,10.32.11.128,192.168.149.65,С-АБ/21-03-2022/142312826,21.03.2022,20.03.2024,40,1557753655,1004401,"РБ, г.Салават, ул.Калинина, 23А","Республика Башкортостан, ГО г. Салават, ул. Калинина, д. 23А",от ул. Ленина к ул. Островского,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.346931 55.928468
5,79659276523,194352M566,uragan-11-117,10.32.11.118,192.168.149.66,С-АБ/08-04-2022/147228382,08.04.2022,07.04.2024,60,1557774865,1004377,"РБ, Уфимский р-н, с.Миловка, ул.Молодёжная, 31","Республика Башкортостан, Уфимский район, с. Миловка, ул. Молодёжная, д. 31",от ул. Тракторная к СНТ Нива,"ближнее - попутное, дальнее - встречное",Уфимский район,54.784534 55.837515
5,79270800697,194352M567,uragan-08-151,10.32.8.152,192.168.149.67,С-АБ/07-04-2022/147228379,07.04.2022,06.04.2024,60,1555598932,1004583,"РБ, Уфимский р-н, д.Дорогино, ул. Шоссейная, 1","Республика Башкортостан, Уфимский район, Кирилловский сельсовет, д. Дорогино, ул. Шоссейная, д. 1",от д. Князево к д. Кириллово,"ближнее - встречное, дальнее - попутное",Уфимский район,54.794000 56.270588
5,79659274757,194352M568,uragan-11-107,10.32.11.108,192.168.149.68,С-АБ/02-02-2022/133515387,02.02.2022,01.02.2024,60,1560093909,1004516,"РБ, г.Стерлитамак, ул.Черноморская, 14","Республика Башкортостан, ГО г. Стерлитамак, ул. Черноморская, д. 14",от ул. Насыри к ул. Салтыкова-Щедрина,"ближнее - встречное, дальнее - попутное",Городской округ город Стерлитамак,53.623623 55.927343
5,79875803983,194352M569,uragan-11-106,10.32.11.107,192.168.149.69,С-АБ/07-04-2022/147228386,07.04.2022,06.04.2024,60,1564261164,1004300,"РБ, Уфимский р-н, с. Зубово, Центральная, д. 182","Республика Башкортостан, Уфимский район, Зубовский сельсовет, с. Зубово, Центральная, д. 182",к ул. Сельская,"ближнее - встречное, дальнее - попутное",Уфимский район,54.630262 55.920445
5,79659279585,194352M570,uragan-11-118,10.32.11.119,192.168.149.70,С-АБ/07-04-2022/147228385,07.04.2022,06.04.2024,50,1325583964,1004320,РБ Уфимский рн сТаптыково адУфаЧишмы ост пов на Таптыково,"Республика Башкортостан, Уфимский район, с. Таптыково, а-д Уфа-Чишмы, остановка поворот на Таптыково",к с. Нижегородка,"ближнее - встречное, дальнее - попутное",Уфимский район,54.589542 55.802367
5,79625452461,194352M571,uragan-08-154,10.32.8.155,192.168.149.71,С-АБ/20-04-2022/151697400,20.04.2022,19.04.2024,40,1560382218,1004563,"РБ, г.Межгорье, пер-к ул.Ленина и ул.40-лет Победы","Республика Башкортостан, г. Межгорье, перекресток ул. Ленина и ул. 40 лет Победы",от ул.40лет Плобеды к ул.Комсромольской,"ближнее - попутное, дальнее - встречное",ЗАТО Межгорье,54.242032 57.968004
5,79875803556,194352M572,uragan-11-151,10.32.11.152,192.168.149.72,С-АБ/21-02-2022/134319414,21.02.2022,20.02.2024,90,1565324331,1004456,"РБ, Туймазинский р-н, а-д М-5 ""Урал"", 1316км+520м",,,дальнее - встречное,Туймазинский район,54.485243 53.907715
5,79279230713,194352M573,uragan-09-029,10.32.9.30,192.168.149.73,С-АБ/07-04-2022/147600057,07.04.2022,06.04.2024,90 с 07.10,1781241022,1004734,"РБ, Уфимский р-н, д.Кириллово, а-д Уфа-Красная Горка-Павловка 6км 158м","Республика Башкортостан, Уфимский район, д. Кириллово, а-д Уфа-Иглино-Красная Горка-Павловка, 6км+158м",от д. Дорогино,"ближнее - встречное, дальнее - попутное",Уфимский район,54.797619 56.307548
5,79625454538,194352M574,uragan-09-088,10.32.9.89,192.168.149.74,С-АБ/01-04-2022/146519436,05.04.2022,04.04.2024,60,1565532119,1004575,"РБ, г.Уфа, ул.Грибоедова, 2к4","Республика Башкортостан, ГО г. Уфа, ул. Грибоедова, д. 2к4",от ул. Пристанская к Соединительное ш.,"ближнее - встречное, дальнее - попутное",Городской округ город Уфа,54.841558 56.075476
5,79659274158,194352M575,uragan-11-134,10.32.11.135,192.168.149.75,С-АБ/02-02-2022/133515386,02.02.2022,01.02.2024,60,1563941874,1004273,"РБ, г.Стерлитамак, Уфимский тракт, 4к2 ЖБЗ№1","Республика Башкортостан, ГО г. Стерлитамак, Уфимский тракт, д. 4к2 ЖБЗ№1",от ул. Кошевого к ул. Техническая,"ближнее - встречное, дальнее - попутное",Городской округ город Стерлитамак,53.676385 55.949177
5,79276374184,194352M576,uragan-08-019,10.32.8.20,192.168.149.76,С-АБ/05-04-2022/146519438,05.04.2022,04.04.2024,90,1563727444,1004637,"РБ, Уфимский р-н, с.Черкассы, ул Магистральная, 5","Республика Башкортостан, Уфимский район, Черкасский сельсовет, с. Черкассы, ул. Магистральная, д. 5",к ул. Центральная,"ближнее - встречное, дальнее - попутное",Уфимский район,54.900235 56.200604
5,79659274248,194352M577,uragan-09-128,10.32.9.129,192.168.149.77,С-АБ/30-09-2021/100093803,30.09.2021,29.09.2023,90,1562489176,1004659,"РБ, Благоварский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1391 км 050 м",,,встречное,Благоварский район,54.706388 54.862209
5,79659277153,194352M578,uragan-11-061,10.32.11.62,192.168.149.78,С-АБ/17-08-2021/87786831,17.08.2021,16.08.2023,90/90,1564848143,1004412,"РБ, Стерлитамакский р-н, а-д Р-240, Уфа-Оренбург, 141 км",,,"ближнее - встречное, дальнее - попутное",Стерлитамакский район,53.514494 55.871678
5,79279224755,194352M579,uragan-08-155,10.32.8.156,192.168.149.79,С-АБ/07-04-2021/87786831,07.04.2021,06.04.2023,90,1564916554,1004686,"РБ, Уфимский район, с Ольховое, остановка Ольховое","Республика Башкортостан, Уфимский район, Ольховский сельсовет, с. Ольховое, остановка Ольховое",от ул. Советская к д. Фёдоровка,"ближнее - попутное, дальнее - встречное",Уфимский район,54.549029 56.029983
5,79625452912,194352M580,uragan-11-116,10.32.11.117,192.168.149.80,С-АБ/05-04-2022/146519441,05.04.2022,04.04.2024,60,1558253612,1004309,"РБ, г.Благовещенск, ул.50-лет Октября, 87","Республика Башкортостан, Благовещенский район, г. Благовещенск, ул. 50 лет Октября, д. 87",к с.Каменная Поляна,"ближнее - встречное, дальнее - попутное",Благовещенский район,55.045567 56.006906
5,79659274188,194352M581,uragan-09-080,10.32.9.81,192.168.149.81,С-АБ/08-04-2022/147600056,08.04.2022,07.04.2024,90,1782712947,1004675,"РБ, Уфимский р-н, СТ Коммунальник, ост.Коммунальные сады","Республика Башкортостан, Уфимский район, садовое товарищество Коммунальник, остановка ""Коммунальные сады""",к с. Старые Камышлы,"ближнее - попутное, дальнее - встречное",Уфимский район,54.923777 55.738123
5,79875806436,194352M582,uragan-11-154,10.32.11.155,192.168.149.82,С-АБ/29-07-2021/85199271,29.07.2021,28.07.2023,50,1559163633,1004410,"РБ, Уфимский р-н, а-д М-7 ""Волга"", 1312 км 800 м",,,встречное,Уфимский район,54.903904 55.622686
5,79875806351,194352M583,uragan-11-077,10.32.11.78,192.168.149.83,С-АБ/26-01-2022/128423112,26.01.2022,25.01.2024,60,1563623876,1004513,"РБ, Белорецкий р-н, г Белорецк ул Братская, д. 172","Республика Башкортостан, Белорецкий район, г. Белорецк, Братская, д. 172",к ул.Алексеева,"ближнее - встречное, дальнее - попутное",Белорецкий район,53.955973 58.434752
5,79659274051,194352M584,uragan-08-159,10.32.8.160,192.168.149.84,С-АБ/28-03-2022/144031092,28.03.2022,27.03.2024,60,1566289975,1004708,"РБ, Уфимский р-н, с.Русский Юрмаш, р-н ул.Набережная","Республика Башкортостан, Уфимский район, Русско-Юрмашский сельсовет, с. Русский Юрмаш, район ул. Набережная",от ул. Центральная к ул. Желзнодорожная,"ближнее - встречное, дальнее - попутное",Уфимский район,54.704966 56.238850
5,79875806517,194352M585,uragan-11-100,10.32.11.101,192.168.149.85,С-АБ/02-02-2022/133515385,02.02.2022,01.02.2024,60,1566289772,1004537,"РБ, г.Стерлитамак, ул.Элеваторная, 19 к1","Республика Башкортостан, ГО г. Стерлитамак, ул. Элеваторная д. 19 к 1",от ул. Фурманова к ул. Цюрупы,"ближнее - попутное, дальнее - встречное",Городской округ город Стерлитамак,53.646519 55.952663
5,79875803695,194352M586,uragan-11-099,10.32.11.100,192.168.149.86,С-АБ/21-03-2022/142312823,21.03.2022,20.03.2024,60,1784781993,1004536,"РБ, ГО г. Салават, ул. Островского, д. 31","Республика Башкортостан, ГО г. Салават, ул. Островского, д. 31",от ул. Калинина к бульв. Космонавтов,Встречное,Городской округ город Салават,53.348993 55.935812
5,79173608815,194352M587,uragan-11-115,10.32.11.116,192.168.149.87,С-АБ/21-03-2022/142312825,21.03.2022,20.03.2024,60,1568855558,1004305,"РБ, г.Салават, ул.Калинина, 91","Республика Башкортостан, ГО г. Салават, ул. Калинина, д. 91",от ул. Губкина к ул. Бекетова,"ближнее - встречное, дальнее - попутное",Городской округ город Салават,53.347000 55.953586
5,79659274315,194352M588,uragan-11-126,10.32.11.127,192.168.149.88,С-АБ/08-04-2022/147228384,08.04.2022,07.04.2024,60/60,1565041033,1004413,"РБ, Уфимский р-н, с.Горново, ул.Шоссейная, 29","Республика Башкортостан, Уфимский район, с. Горново, ул. Шоссейная, д. 29",к пер. Дорожников,"ближнее - встречное, дальнее - попутное",Уфимский район,54.901151 55.875102
5,79875804021,194352M589,uragan-11-110,10.32.11.111,192.168.149.89,С-АБ/18-06-2021/72633867,18.06.2021,17.06.2023,90,1570636842,1004407,"РБ, Уфимский р-н а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1468 км 742 м",,,встречное,Уфимский район,54.645187  55.991390
5,79875806514,194352M591,uragan-11-124,10.32.11.125,192.168.149.91,С-АБ/05-03-2022/138341822,05.03.2022,04.03.2024,60,1572684089,1004461,"РБ, г.Стерлитамак, ул.Пантелькина, 26","Республика Башкортостан, ГО г. Стерлитамак, ул. Пантелькина, д. 26",от ул. Патриотическая к ул. Куйбышева,Встречное,Городской округ город Стерлитамак,53.605482 55.954541
5,,194352M593,uragan-10-128,10.32.10.129,192.168.149.93,С-АБ/15-03-202140722683,15.03.2022,14.03.2024,90,1564234741,1003277,"РБ, Аургазинский р-н, а-д Толбазы-Красноусольский, поворот на с.Куезбашево","Республика Башкортостан, Аургазинский район, а-д Толбазы-Красноусольский, поворот на с. Куезбашево",к д. Новоитикеево,"ближнее - встречное, дальнее - попутное",Аургазинский район,54.015164 56.021251
5,79659274172,194352M594,uragan-08-104,10.32.8.105,192.168.149.94,С-АБ/01-04-2022/146519437,01.04.2022,31.03.2024,60,1789557148,1004727,"РБ, Уфимский р-н, д.Алексеевка, ул.Интернациональная, 46","Республика Башкортостан, Уфимский район, д. Алексеевка, ул. Интернациональная, д. 46",от ул. Почтовая к ул. Молодежная,"ближнее - встречное, дальнее - попутное",Уфимский район,54.827040 55.992658
5,79659274199,194352M595,uragan-08-156,10.32.8.157,192.168.149.95,С-АБ/08-04-2022/147228381,08.04.2022,07.04.2024,60,1569515825,1004682,"РБ, Уфимский р-н, с.Чернолесовский, ул Тополиная, 9","Республика Башкортостан, Уфимский район, с. Чернолесовский, ул. Тополиная, д. 9",от ул. Мирная к ул. Лесная,"ближнее - встречное, дальнее - попутное",Уфимский район,54.860842 55.811107
5,79625454763,194352M596,uragan-11-138,10.32.11.139,192.168.149.96,С-АБ/05-04-2022/146519445,05.04.2022,04.04.2024,90,1573665914,1004520,"РБ, Караидельский р-н, с.Артакуль, а-д Явгильдино-Щучье Озеро 6 км 947 м","Республика Башкортостан, Караидельский район, с. Артакуль, а-д Явгильдино – Щучье Озеро, 6км + 947м",к г.Аскино,"ближнее - попутное, дальнее - встречное",Караидельский район,55.851344 56.443549
5,79659274145,194352M597,uragan-11-136,10.32.11.137,192.168.149.97,С-АБ/25-08-2021/90187479,25.08.2021,24.08.2023,90/90,1569685848,1004406,"РБ, Илишевский район, а-д М-7""Волга"", 1193 км 520 м",,,"ближнее - попутное, дальнее - встречное",Илишевский район,55.439425 54.287959
5,79875806441,194352M598,uragan-11-137,10.32.11.138,192.168.149.98,С-АБ/01-04-2022/146519445,01.04.2022,31.03.2024,60,1565412610,1004378,"РБ, Чекмагушевский р-н, с.Чекмагуш, ул.Г.Латыпова, 11","Республика Башкортостан, Чекмагушевский район, с. Чекмагуш, ул. Г. Латыпова, д. 11",к АЗС Башнефть,"ближнее - встречное, дальнее - попутное",Чекмагушевский район,55.139070 54.635958
5,79659274231,194352M599,uragan-09-015,10.32.9.16,192.168.149.99,С-АБ/08-04-2022/147600055,08.04.2022,07.04.2024,90,1573737006,1004665,"РБ, Уфимский р-н, с.Миловка, Миловское шоссе к д.Ветошниково","Республика Башкортостан, Уфимский район, с. Миловка, Миловское ш., к д. Ветошниково",к д. Ветошниково,"ближнее - попутное, дальнее - встречное",Уфимский район,54.760322 55.803930
5,79378583269,194352M600,uragan-10-088,10.32.10.89,192.168.149.100,С-АБ/26-01-2022/128423107,26.01.2022,25.01.2024,90,1573045948,1004632,"РБ, Архангельский р-н, с.Архангельское, пер-к а-д Уфа-Инзер-Белорецк и ул.К.Маркса","Республика Башкортостан, Архангельский район, с. Архангельское, перекресток а-д Уфа-Инзер-Белорецк и ул. К. Маркса",к с. Ирныкши,"ближнее - попутное, дальнее - встречное",Архангельский район,54.392848 56.792098
5,79625452946,194352M601,uragan-11-112,10.32.11.113,192.168.150.1,С-АБ/05-04-2022/146519444,05.04.2022,04.04.2024,90,1566358436,1004291,"РБ, Караидельский р-н, а-д Бирск-Тастуба-Сатка выезд из с.Байкибашево в д.Базилевский","Республика Башкортостан, Караидельский район, а-д Бирск-Тастуба-Сатка, выезд из с. Байкибашево в сторону д. Базилевский",к Явгильдино,"ближнее - попутное, дальнее - встречное",Караидельский район,55.805804 56.596478
5,79625452575,194352M602,uragan-08-158,10.32.8.159,192.168.150.2,С-АБ/01-04-2022/145566371,01.04.2022,31.03.2024,60,1573263809,1004687,"РБ, г.Межгорье, пер-к пр-т Энергетиков и Школьный пер","Республика Башкортостан, г. Межгорье, перекресток пр. Энергетиков и Школьный пер. (пр. Энергетиков, д. 9/1)",от ул. Строительная к ул. Спортивная,"ближнее - попутное, дальнее - встречное",ЗАТО Межгорье,54.060635 57.828341
